id_parc,nom_usuel,code_insee,nom_commune,code_dept,code_reg,etat_parc,latitude,longitude
5107728,PARC EOLIEN DE MAISNIERES I (IWB),80362,FRETTEMEULE,80,32,En exploitation,50.0104922,1.6422101
5107728,PARC EOLIEN DE MAISNIERES I (IWB),80500,MAISNIERES,80,32,En exploitation,50.0154261,1.6175775
5107728,PARC EOLIEN DE MAISNIERES I (IWB),80760,TILLOY-FLORIVILLE,80,32,En exploitation,49.989139,1.6118467
5107729,ENERTRAG Aisne I SCS et SECE.RB.SCS,2446,LY-FONTAINE,2,32,En exploitation,49.7352778,3.3086111
5107729,ENERTRAG Aisne I SCS et SECE.RB.SCS,2639,REMIGNY,2,32,En exploitation,49.7201411,3.2891893
5107730,Ferme eolienne de Rambures,80663,RAMBURES,80,32,En exploitation,49.9421119,1.7025606
5107731,PETIT TERROIR 1,80527,MENESLIES,80,32,En exploitation,50.0581661,1.502847
5107732,MIROIR 1 & 2,80241,DOMART EN PONTHIEU,80,32,En exploitation,50.0741656,2.1263174
5107732,MIROIR 1 & 2,80706,ST LEGER LES DOMART,80,32,En exploitation,50.0535789,2.1397292
5107734,Saint Riquier 3,80396,GUESCHART,80,32,En exploitation,50.2389873,2.0114774
5107734,Saint Riquier 3,80599,NOYELLES-EN-CHAUSSEE,80,32,En exploitation,50.2086018,1.9798364
5107737,Parc éolien des Hauts de Combles,80314,FLERS,80,32,En exploitation,50.32053,2.25255
5107737,Parc éolien des Hauts de Combles,80378,GINCHY,80,32,En exploitation,50.0237552,2.8317895
5107738,Saint Riquier 4,80396,GUESCHART,80,32,En exploitation,50.2389873,2.0114774
5107738,Saint Riquier 4,80599,NOYELLES-EN-CHAUSSEE,80,32,En exploitation,50.2086018,1.9798364
5107739,PARC EOLIEN ENERTRAG SANTERRE II,80473,LIANCOURT FOSSE,80,32,En exploitation,49.7563299,2.8191326
5107745,Parc Eolien de Noyers Bucamps,60113,BUCAMPS,60,32,En exploitation,49.5228559,2.321083
5107745,Parc Eolien de Noyers Bucamps,60470,NOYERS ST MARTIN,60,32,En exploitation,49.5520222,2.262525
5107767,Chemin des Haguenets,60366,LITZ,60,32,En exploitation,49.4160155,2.330403
5107767,Chemin des Haguenets,60530,REMERANGLES,60,32,En exploitation,49.4459525,2.2858422
5107768,Chemin Haguenets Sud,60366,LITZ,60,32,En exploitation,49.4160155,2.330403
5107768,Chemin Haguenets Sud,60530,REMERANGLES,60,32,En exploitation,49.4459525,2.2858422
5107771,Ferme eolienn du Mont en Grains,80241,DOMART EN PONTHIEU,80,32,En exploitation,50.0741656,2.1263174
5107793,CONORA 5 SARL,2142,CASTRES,2,32,En exploitation,49.8044444,3.2383333
5107793,CONORA 5 SARL,2359,GRUGIES,2,32,En exploitation,49.8138889,3.2669444
5107804,SCS Enertrag Aisne II,2017,ANGUILCOURT LE SART,2,32,En exploitation,49.697079,3.425331
5107804,SCS Enertrag Aisne II,2123,BRISSAY-CHOIGNY,2,32,En exploitation,49.725773,3.383668
5107805,ENERTRAG,2160,CHAOURSE,2,32,En exploitation,49.701724,3.976271
5107806,PARC EOLIEN DE FRESNOY-BRANCOURT,2112,BRANCOURT-LE-GRAND,2,32,En exploitation,49.989273,3.376402
5107806,PARC EOLIEN DE FRESNOY-BRANCOURT,2334,FRESNOY LE GRAND,2,32,En exploitation,49.949227,3.413741
5107806,PARC EOLIEN DE FRESNOY-BRANCOURT,2500,MONTBREHAIN,2,32,En exploitation,49.9676795,3.3508291
5107809,EOLES BEAUMONT,2069,BERLISE,2,32,En exploitation,49.6647222,4.1077778
5107809,EOLES BEAUMONT,2743,LE THUEL,2,32,En exploitation,49.65,4.0775
5107810,PARC EOLIEN ENERGIE LES TRENTE,60011,AMY,60,32,En exploitation,49.6550883,2.8249186
5107810,PARC EOLIEN ENERGIE LES TRENTE,80101,BEUVRAIGNES,80,32,En exploitation,49.6471585,2.7676352
5107810,PARC EOLIEN ENERGIE LES TRENTE,60174,CRAPEAUMESNIL,60,32,En exploitation,49.6414611,2.7977321
5107810,PARC EOLIEN ENERGIE LES TRENTE,80467,LAUCOURT,80,32,En exploitation,49.6745283,2.7580757
5107813,Ferme éolienne du Fond Saint Clement,80179,CAULIERES,80,32,En exploitation,49.77974,1.88859
5107813,Ferme éolienne du Fond Saint Clement,80273,EPLESSIER,80,32,En exploitation,49.78304,1.95652
5107813,Ferme éolienne du Fond Saint Clement,80460,LAMARONDE,80,32,En exploitation,49.80501,1.90054
5107813,Ferme éolienne du Fond Saint Clement,80754,THIEULLOY L ABBAYE,80,32,En exploitation,49.8249258,1.9460061
5107831,Ferme eolienne du Mont Moyen,60131,CATHEUX,60,32,En exploitation,49.65223,2.11974
5107831,Ferme eolienne du Mont Moyen,60153,CHOQUEUSE-LES-BENARDS,60,32,En exploitation,49.65195,2.08099
5107831,Ferme eolienne du Mont Moyen,60161,CONTEVILLE,60,32,En exploitation,49.6508,2.04918
5107831,Ferme eolienne du Mont Moyen,80241,DOMART EN PONTHIEU,80,32,En exploitation,50.0741656,2.1263174
5107832,Ferme eolienne de la Garenne,60178,CREVECOEUR LE GRAND,60,32,En exploitation,49.611,2.08184
5107844,PARC EOLIEN EDP RENEWABLES - Saugeuse,80642,PROUVILLE,80,32,En exploitation,50.14728,2.12513
5107845,BEUVRAIGNES ENERGIES,80101,BEUVRAIGNES,80,32,En exploitation,49.6471585,2.7676352
5107847,Parc éolien de Vron,80815,VRON,80,32,En exploitation,50.3148324,1.7550267
5107848,JAZENEUIL ENERGIES,80601,NURLU,80,32,En exploitation,50.005931,3.0199187
5107853,BTS 4,2361,GUISE,2,32,En exploitation,49.8982325,3.6262542
5107853,BTS 4,2386,IRON,2,32,En exploitation,49.955,3.6608333
5107853,BTS 4,2814,VILLERS LES GUISE,2,32,En exploitation,49.9189851,3.6778375
5107854,BTS 3,2386,IRON,2,32,En exploitation,49.955,3.6608333
5107854,BTS 3,2814,VILLERS LES GUISE,2,32,En exploitation,49.9189851,3.6778375
5107855,Basse Thiérache Nord,2569,OISY,2,32,En exploitation,50.0216667,3.67
5107869,Parc éolien de Epine Marie Madeleine,2004,AGNICOURT ET SECHELLES,2,32,En exploitation,49.716,3.95498
5107869,Parc éolien de Epine Marie Madeleine,2160,CHAOURSE,2,32,En exploitation,49.701724,3.976271
5107869,Parc éolien de Epine Marie Madeleine,2513,MONTIGNY-LE-FRANC,2,32,En exploitation,49.6892475,3.9074085
5107874,Parc éolien de la Plaine d'Estrées,60040,BAILLEUL LE SOC,60,32,En exploitation,49.416117,2.5766548
5107874,Parc éolien de la Plaine d'Estrées,60210,EPINEUSE,60,32,En exploitation,49.3968671,2.5544718
5107874,Parc éolien de la Plaine d'Estrées,60247,FOUILLEUSE,60,32,En exploitation,49.4286732,2.5363058
5107876,NEUILLY SAINT-FRONT ENERGIES,2543,NEUILLY ST FRONT,2,32,En exploitation,49.1708005,3.2631904
5107877,SAS Énergie du Blanc Mont,2454,LA MALMAISON,2,32,En exploitation,49.515,3.97818
5107878,ENERTRAG AISNE IX,2802,LA VILLE AUX BOIS LES DIZY,2,32,En exploitation,49.6616769,3.9926892
5107909,Ferme eolienne du Muguet,60077,BLICOURT,60,32,En exploitation,49.5564752,2.0563578
5107909,Ferme eolienne du Muguet,60365,LIHUS,60,32,En exploitation,49.6053198,2.0442045
5107943,SAS Ferme éolienne les Querterelles,2614,PONTRU,2,32,En exploitation,49.9044444,3.2172222
5107943,SAS Ferme éolienne les Querterelles,2615,PONTRUET,2,32,En exploitation,49.9102778,3.2316667
5107943,SAS Ferme éolienne les Querterelles,2808,VILLERET,2,32,En exploitation,49.9530556,3.1938889
5107974,Ferme Eolienne de la Sabliere,80236,DAVENESCOURT,80,32,En exploitation,49.7092997,2.5968951
5107974,Ferme Eolienne de la Sabliere,80625,TROIS-RIVIERES,80,32,En exploitation,49.7130476,2.5417444
5107979,L'ALEMONT,80100,BETTENCOURT ST OUEN,80,32,En exploitation,50.0249715,2.1102995
5108017,SAS Parc éolien du Coupru,2221,COUPRU,2,32,En exploitation,49.0313238,3.2711673
5108038,ARC-EN-THIERACHE,2182,CHEVENNES,2,32,En exploitation,49.8158333,3.7333333
5108038,ARC-EN-THIERACHE,2416,LEME,2,32,En exploitation,49.8383333,3.7647222
5108038,ARC-EN-THIERACHE,2668,SAINS-RICHAUMONT,2,32,En exploitation,49.8247222,3.71
5108041,SAS Eoliennes de Clanlieu,2629,PUISIEUX ET CLANLIEU,2,32,En exploitation,49.8547222,3.6783333
5108043,Société Eoliennes de l'Ourcq et Clignon,2125,BRUMETZ,2,32,En exploitation,49.1019,3.16044
5108043,Société Eoliennes de l'Ourcq et Clignon,2185,CHEZY EN ORXOIS,2,32,En exploitation,49.1235,3.18322
5108043,Société Eoliennes de l'Ourcq et Clignon,2679,SAINT-GENGOULPH,2,32,En exploitation,49.1193,3.21827
5108055,PARC EOLIEN ENERTRAG Plateau Picard IV,80285,ESSERTAUX,80,32,En exploitation,49.7409474,2.2452526
5108055,PARC EOLIEN ENERTRAG Plateau Picard IV,80611,ORESMAUX,80,32,En exploitation,49.7701305,2.2723919
5108061,ENERGIE DIVONNE,2169,CHATILLON LES SONS,2,32,En exploitation,49.7594444,3.685
5108061,ENERGIE DIVONNE,2547,LA NEUVILLE-HOUSSET,2,32,En exploitation,49.7922222,3.7294444
5108061,ENERGIE DIVONNE,2460,MARCY-SOUS-MARLE,2,32,En exploitation,49.7383106,3.737739
5108062,Ferme Eolienne I,2169,CHATILLON LES SONS,2,32,En exploitation,49.7594444,3.685
5108062,Ferme Eolienne I,2408,LAON,2,32,En exploitation,49.564665,3.620686
5108062,Ferme Eolienne I,2460,MARCY-SOUS-MARLE,2,32,En exploitation,49.7383106,3.737739
5108062,Ferme Eolienne I,2468,MARLE,2,32,En exploitation,49.74,3.7713889
5108063,SAS Parc éolien de Champagne Picarde,2133,BUCY-LES-PIERREPONT,2,32,En exploitation,49.6462,3.90077
5108063,SAS Parc éolien de Champagne Picarde,2189,CHIVRES-EN-LAONNOIS,2,32,En exploitation,49.6333787,3.841813
5108063,SAS Parc éolien de Champagne Picarde,2448,MACHECOURT,2,32,En exploitation,49.6541,3.83926
5108068,PARC EOLIEN NORDEX LIII SAS,80438,HEUDICOURT,80,32,En exploitation,50.02283,3.07807
5108068,PARC EOLIEN NORDEX LIII SAS,80737,SOREL,80,32,En exploitation,50.0226557,3.0504977
5108069,PARC EOLIEN NORDEX LII SAS,80312,FINS,80,32,En exploitation,50.03453,3.04183
5108072,AUTREMENCOURT,2039,AUTREMENCOURT,2,32,En exploitation,49.705,3.7872222
5108072,AUTREMENCOURT,2248,CUIRIEUX,2,32,En exploitation,49.6806049,3.8182139
5108075,Ferme eolienne Oursel Maison,60485,OURSEL MAISON,60,32,En exploitation,49.5956308,2.1820062
5108091,PARC EOLIEN DE L'ENSINET,2618,PREMONT,2,32,En exploitation,50.0136111,3.3947222
5108091,PARC EOLIEN DE L'ENSINET,2709,SERAIN,2,32,En exploitation,50.0286111,3.3666667
5108120,Parc éolien des Tournevents du Cos (Sommette),2246,CUGNY,2,32,En exploitation,49.7096,3.15787
5108120,Parc éolien des Tournevents du Cos (Sommette),2570,OLLEZY,2,32,En exploitation,49.7341,3.14533
5108120,Parc éolien des Tournevents du Cos (Sommette),2726,SOMMETTE EAUCOURT,2,32,En exploitation,49.7391,3.11663
5108142,SAS Centrale éolienne du Mazurier (CEMAZ),2169,CHATILLON LES SONS,2,32,En exploitation,49.7594444,3.685
5108155,ENERTRAG AISNE V,2483,MEZIERES-SUR-OISE,2,32,En exploitation,49.7838889,3.4002778
5108155,ENERTRAG AISNE V,2721,SISSY,2,32,En exploitation,49.8029229,3.4306763
5108197,EOLE LES NESLOISES,80272,EPENANCOURT,80,32,En exploitation,49.8250834,2.9293933
5108197,EOLE LES NESLOISES,80568,MORCHAIN,80,32,En exploitation,49.8030406,2.9135146
5108197,EOLE LES NESLOISES,80616,PARGNY,80,32,En exploitation,49.814451,2.9517092
5108201,PARC EOLIEN PROUVILLE III,80642,PROUVILLE,80,32,En exploitation,50.14728,2.12513
5108206,Ferme éolienne du Cagneux,80098,BETTEMBOS,80,32,En exploitation,49.80391,1.87835
5108206,Ferme éolienne du Cagneux,80479,LIGNIERES-CHATELAIN,80,32,En exploitation,49.7751782,1.861903
5108206,Ferme éolienne du Cagneux,80604,OFFIGNIES,80,32,En exploitation,49.79826,1.85071
5108212,PARC EOLIEN ENERGIE LA BOULE BLEUE WPD,80487,LONGAVESNES,80,32,En exploitation,49.9705782,3.0604083
5108212,PARC EOLIEN ENERGIE LA BOULE BLEUE WPD,80516,MARQUAIX,80,32,En exploitation,49.9447371,3.0740152
5108212,PARC EOLIEN ENERGIE LA BOULE BLEUE WPD,80762,TINCOURT-BOUCLY,80,32,En exploitation,49.93932,3.04175
5108214,Ferme eolienne de L'Argilliere,80246,DOMMARTIN,80,32,En exploitation,49.8006199,2.3895684
5108214,Ferme eolienne de L'Argilliere,80405,HAILLES,80,32,En exploitation,49.8047239,2.4391332
5108214,Ferme eolienne de L'Argilliere,80571,MORISEL,80,32,En exploitation,49.7693956,2.4745784
5108214,Ferme eolienne de L'Argilliere,80681,ROUVREL,80,32,En exploitation,49.7708525,2.4129587
5108226,Ferme eolienne de Villers-Saint-Christophe,2815,VILLERS-SAINT-CHRISTOPHE,2,32,En exploitation,49.7787408,3.0918528
5108230,SARL Parc éolien de la Mutte,2403,LANDIFAY ET BERTAIGNEMONT,2,32,En exploitation,49.818009,3.605658
5108234,Ferme eolienne des Croix,80597,NIBAS,80,32,En exploitation,50.0993358,1.5882435
5108243,FERME EOLIENNE DES BUISSONS,2057,BEAUREVOIR,2,32,En exploitation,49.9972222,3.3097222
5108280,PARC EOLIEN DE LAVACQUERIE ,60353,LAVACQUERIE,60,32,En exploitation,49.6822683,2.0950983
5108281,PARC EOLIEN DE LA VALLEE BELLEUSE ,80079,BELLEUSE,80,32,En exploitation,49.7070428,2.1154611
5108303,FERME EOLIENNE DU BOIS DE LA HAYETTE,80037,AUBVILLERS,80,32,En exploitation,49.71362,2.48175
5108303,FERME EOLIENNE DU BOIS DE LA HAYETTE,80132,BRACHES,80,32,En exploitation,49.73259,2.50512
5108303,FERME EOLIENNE DU BOIS DE LA HAYETTE,80504,MALPART,80,32,En exploitation,49.6923074,2.4977479
5108303,FERME EOLIENNE DU BOIS DE LA HAYETTE,80625,TROIS-RIVIERES,80,32,En exploitation,49.7130476,2.5417444
5108310,PARC EOLIEN DES HAUTS BOULEAUX,60634,THIEUX,60,32,En exploitation,49.5431349,2.3151218
5108332,Energie 03 SAS,2068,BERLANCOURT,2,32,En exploitation,49.7794953,3.7585541
5108332,Energie 03 SAS,2169,CHATILLON LES SONS,2,32,En exploitation,49.7594444,3.685
5108332,Energie 03 SAS,2468,MARLE,2,32,En exploitation,49.74,3.7713889
5108335,HAUT DE CORREAU,2552,NEUVILLETTE,2,32,En exploitation,49.8544444,3.4830556
5108336,LA PATURE,2552,NEUVILLETTE,2,32,En exploitation,49.8544444,3.4830556
5108338,CHAMPS A GELAINE,2503,MONT-D'ORIGNY,2,32,En exploitation,49.842125,3.4992201
5108359,Ferme eolienne du Bi Herbin,60692,VILLERS VICOMTE,60,32,En exploitation,49.64315,2.23891
5108379,PARC EOLIEN  EOLIENNES DE LA CAMOMILLE,80549,MIRAUMONT,80,32,En exploitation,50.0923125,2.7296963
5108392,Ferme eolienne du Blanc Mont,80352,FREMONTIERS,80,32,En exploitation,49.7591965,2.0750182
5108392,Ferme eolienne du Blanc Mont,80786,VELENNES,80,32,En exploitation,49.7622901,2.0960592
5108393,PARC EOLIEN DES BLEUETS H2AIR,80698,ST AUBIN MONTENOY,80,32,En exploitation,49.8465601,1.9940117
5108422,Ferme eolienne du Bois Madame,80524,MEHARICOURT,80,32,En exploitation,49.7986087,2.7318968
5108422,Ferme eolienne du Bois Madame,80682,ROUVROY-EN-SANTERRE,80,32,En exploitation,49.7694772,2.7108368
5108438,Ferme Eolienne du Poirier Major,60248,FOUILLOY,60,32,En exploitation,49.734865,1.8252533
5108438,Ferme Eolienne du Poirier Major,80436,HESCAMPS,80,32,En exploitation,49.7273583,1.8707471
5108438,Ferme Eolienne du Poirier Major,80515,MARLERS,80,32,En exploitation,49.7614,1.84876
5108454,ABLAINCOURT ENERGIES,80002,ABLAINCOURT PRESSOIR,80,32,En exploitation,49.8385922,2.8203883
5108454,ABLAINCOURT ENERGIES,80621,HYPERCOURT,80,32,En exploitation,49.80794985,2.858867025236652
5108454,ABLAINCOURT ENERGIES,80474,LICOURT,80,32,En exploitation,49.8245851,2.8965201
5108454,ABLAINCOURT ENERGIES,80509,MARCHELEPOT-MISERY,80,32,En exploitation,49.84201325,2.889212115005705
5108478,PARC EOLIEN EOLIENNES DE JULIE (H2AIR),80003,ACHEUX EN AMIENOIS,80,32,En exploitation,50.0728994,2.5306202
5108478,PARC EOLIEN EOLIENNES DE JULIE (H2AIR),80153,BUS-LES-ARTOIS,80,32,En exploitation,50.1037745,2.5419661
5108479,PARC EOLIEN DU COQUELICOT 1,80003,ACHEUX EN AMIENOIS,80,32,En exploitation,50.0728994,2.5306202
5108479,PARC EOLIEN DU COQUELICOT 1,80493,LOUVENCOURT,80,32,En exploitation,50.0942011,2.4993596
5108480,PARC EOLIEN DES OEILLETS H2AIR,80340,FOURCIGNY,80,32,En exploitation,49.759985,1.8253926
5108489,SAS LHI GII2 WP LA DIAN 2495,2500,MONTBREHAIN,2,32,En exploitation,49.9676795,3.3508291
5108522,Parc éolien de Montelu,2241,LA CROIX-SUR-OURCQ,2,32,En exploitation,49.1683132,3.3541739
5108522,Parc éolien de Montelu,2411,LATILLY,2,32,En exploitation,49.1538391,3.3111369
5108522,Parc éolien de Montelu,2507,MONTGRU-SAINT-HILAIRE,2,32,En exploitation,49.1892455,3.3289588
5108532,FERME EOLIENNE DU BOIS BRIFFAUT,80002,ABLAINCOURT PRESSOIR,80,32,En exploitation,49.8385922,2.8203883
5108532,FERME EOLIENNE DU BOIS BRIFFAUT,80186,CHAULNES,80,32,En exploitation,49.8185412,2.7993371
5108532,FERME EOLIENNE DU BOIS BRIFFAUT,80789,VERMANDOVILLERS,80,32,En exploitation,49.84937,2.774983
5306738,SAMEOLE BOIS DU GOULET,14027,LES MONTS D'AUNAY,14,28,En exploitation,48.9907532,-0.6760951409552416
5306819,PARC EOLIEN DE GARCELLES SECQUEVILLE,14554,LE CASTELET,14,28,En exploitation,49.08687305,-0.2885173447139042
5306821,BAUDREVILLE ENERGIE SARL,50236,LA HAYE,50,28,En exploitation,49.4663872,1.4418997
5306822,PARC EOLIEN DE VAUDRIMESNIL,50190,FONTENAY-SUR-MER,50,28,En exploitation,49.4891739,-1.3139717
5306822,PARC EOLIEN DE VAUDRIMESNIL,50328,MILLIERES,50,28,En exploitation,49.1878467,-1.4602974
5306822,PARC EOLIEN DE VAUDRIMESNIL,50364,MUNEVILLE-LE-BINGARD,50,28,En exploitation,49.1196822,-1.4790783
5306822,PARC EOLIEN DE VAUDRIMESNIL,50550,SAINT-SAUVEUR-VILLAGES,50,28,En exploitation,49.1341435,-1.3877465665263158
5306824,EOLIENNES GALERNE_Fierville 3,14005,VALAMBRAY,14,28,En exploitation,49.08639015,-0.1975702009193645
5306825,CENTRALE EOLIENNE DES SABLONS,14025,AUBIGNY,14,28,En exploitation,49.8999821,2.4833605
5306825,CENTRALE EOLIENNE DES SABLONS,14646,SAINT-PIERRE-CANIVET,14,28,En exploitation,48.9298824,-0.2179728
5306825,CENTRALE EOLIENNE DES SABLONS,14677,SOULANGY,14,28,En exploitation,48.9420561,-0.2205177
5306826,Parc éolien de Bricqueville,14107,BRICQUEVILLE,14,28,En exploitation,49.2894748,-0.9627841
5306826,Parc éolien de Bricqueville,14272,LA FOLIE,14,28,En exploitation,49.2594444,-0.9769444
5306827,CHICHEBOVILLE ENERGIE SARL,14456,MOULT-CHICHEBOVILLE,14,28,En exploitation,49.1121192,-0.1891657150797776
5306827,CHICHEBOVILLE ENERGIE SARL,14005,VALAMBRAY,14,28,En exploitation,49.08639015,-0.1975702009193645
5306828,EOLIENNES GALERNE_Fierville 1,14173,CONDE-SUR-IFS,14,28,En exploitation,49.0408357,-0.1279978
5306828,EOLIENNES GALERNE_Fierville 1,14431,MEZIDON VALLEE D'AUGE,14,28,En exploitation,49.0824073,-0.0004538572058453
5306828,EOLIENNES GALERNE_Fierville 1,14005,VALAMBRAY,14,28,En exploitation,49.08639015,-0.1975702009193645
5306829,Parc éolien Des Vaux des Roques ,14431,MEZIDON VALLEE D'AUGE,14,28,En exploitation,49.0824073,-0.0004538572058453
5306829,Parc éolien Des Vaux des Roques ,14005,VALAMBRAY,14,28,En exploitation,49.08639015,-0.1975702009193645
5306830,EOLIENNES DE RULLY ,14726,VALDALLIERE,14,28,En exploitation,48.8618009,-0.7241983647769284
5306832,PLEIN VENT SAINT MARTIN DES BESACES,14061,SOULEUVRE EN BOCAGE,14,28,En exploitation,48.96157025,-0.8477914833321669
5306834,ENERGIES DU PAYS DE FALAISE,14677,SOULANGY,14,28,En exploitation,48.9420561,-0.2205177
5306835,EOLIENNES DE CAMBERNON,50092,CAMBERNON,50,28,En exploitation,49.0804475,-1.3858468
5306836,PLEIN VENT AUMELAS CLITOURPS,50135,CLITOURPS,50,28,En exploitation,49.6568449,-1.3758055
5306837,VENT DE GAVRAY,50197,GAVRAY-SUR-SIENNE,50,28,En exploitation,48.8903159,-1.3231079528270948
5306840,FERME EOLIENNE DE MEAUTIS AUVERS,50023,AUVERS,50,28,En exploitation,49.2961201,-1.3245282
5306840,FERME EOLIENNE DE MEAUTIS AUVERS,50298,MEAUTIS,50,28,En exploitation,49.2839337,-1.289744
5306843,CEPE DU COTENTIN SARL,50577,SORTOSVILLE EN BEAUMONT,50,28,En exploitation,49.4239242,-1.7156573
5306844,VENT DE GAVRAY,50197,GAVRAY-SUR-SIENNE,50,28,En exploitation,48.8903159,-1.3231079528270948
5306851,La heroudière,50601,TORIGNY LES VILLES,50,28,En exploitation,48.99631835,-0.9416840064138204
5306865,COURVAUDON ENERGIE SARL,14195,COURVAUDON,14,28,En exploitation,49.0319444,-0.5755556
5306871,PARC EOLIEN DE FRENOUVILLE,14287,FRENOUVILLE,14,28,En exploitation,49.1390059,-0.2464264
5306872,PARC EOLIEN D'AUDRIEU,14026,AUDRIEU,14,28,En exploitation,49.2079118,-0.592868
5306875,SEPE SAINT JACQUES DE NEHOU,50486,ST JACQUES DE NEHOU,50,28,En exploitation,49.4178885,-1.6123899
5306896,FAMILLY,14366,LISIEUX,14,28,En exploitation,49.1460831,0.2255168
5306896,FAMILLY,14371,LIVAROT PAYS D AUGE,14,28,En exploitation,49.00134555,0.2165978562812309
5306897,Parc Eolien de Conteville,14005,VALAMBRAY,14,28,En exploitation,49.08639015,-0.1975702009193645
5403151,FERME EOLIENNE D'YROUERRE,89486,YROUERRE,89,27,En exploitation,47.7940654,3.9481179
5403173,Bretelle 1 & 2,21253,ETALANTE,21,27,En exploitation,47.640005,4.7609585
5403191,CENTRALE EOLIENNE DE L'AUXOIS SUD,21020,ARCONCEY,21,27,En exploitation,47.2187304,4.455021
5403191,CENTRALE EOLIENNE DE L'AUXOIS SUD,21068,BEUREY BAUGUAY,21,27,En exploitation,47.2334318,4.4218736
5403193,SAS Parc éolien des Sources du Mistral,21163,CHAZEUIL,21,27,En exploitation,47.5594387,5.270281
5403193,SAS Parc éolien des Sources du Mistral,21536,SACQUENAY,21,27,En exploitation,47.5919626,5.3217892
5403194,CENTRALE EOLIENNE DE LA MONTAGNE,21310,GROSBOIS EN MONTAGNE,21,27,En exploitation,47.3185579,4.5990774
5403194,CENTRALE EOLIENNE DE LA MONTAGNE,21539,SAINT-ANTHOT,21,27,En exploitation,47.3156752,4.6449432
5403194,CENTRALE EOLIENNE DE LA MONTAGNE,21679,VIEILMOULIN,21,27,En exploitation,47.3111878,4.6792663
5403209,ENERTRAG BOURGOGNE I,89134,CUSSY LES FORGES,89,27,En exploitation,47.4707172,4.0271734
5403215,SEPE DE CHARSONVILLE,58036,BOUHY,58,27,En exploitation,47.4857809,3.1656045
5403215,SEPE DE CHARSONVILLE,58094,DAMPIERRE-SOUS-BOUHY,58,27,En exploitation,47.4987719,3.1351723
5403221,PARC EOLIEN DE CLAMECY,58079,CLAMECY,58,27,En exploitation,49.4286111,3.3619444
5403221,PARC EOLIEN DE CLAMECY,58198,OISY,58,27,En exploitation,50.0216667,3.67
5403239,Parc éolien du Pays de Saint Seine,21085,BLIGNY LE SEC,21,27,En exploitation,47.444341,4.7436164
5403239,Parc éolien du Pays de Saint Seine,21561,SAINT-MARTIN-DU-MONT,21,27,En exploitation,47.4330989,4.7866622
5403239,Parc éolien du Pays de Saint Seine,21648,TURCEY,21,27,En exploitation,47.4079416,4.7156629
5403239,Parc éolien du Pays de Saint Seine,21705,VILLOTTE-SAINT-SEINE,21,27,En exploitation,47.4282311,4.7049147
5403240,Parc Eolien de Massingy,21395,MASSINGY LES VITTEAUX,21,27,En exploitation,47.3990757,4.5812073
5403241,Parc Eolien de Marcellois,21377,MARCELLOIS,21,27,En exploitation,47.3489607,4.6127005
5403242,SAS EOLIENNE DE L'ORMEAU,21518,QUINCY-LE-VICOMTE,21,27,En exploitation,47.60783,4.25519
5403243,SAS ENERGIE QUINCY,21518,QUINCY-LE-VICOMTE,21,27,En exploitation,47.60783,4.25519
5403247,Parc éolien des Portes de la Côte d'Or Sud 3,21221,CUSSY LA COLONNE,21,27,En exploitation,47.0404684,4.6411144
5403247,Parc éolien des Portes de la Côte d'Or Sud 3,21427,MONTCEAU-ET-ECHARNANT,21,27,En exploitation,47.05986,4.65752
5403254,Parc éolien de Molinons,89261,MOLINONS,89,27,En exploitation,48.23073,3.536
5403272,SEPE LUDMILA,58213,POUGNY,58,27,En exploitation,46.1390374,5.9509954
5403285,PARC EOLIEN DE DYE,89149,DYE,89,27,En exploitation,47.89848,3.86857
5403287,Ferme éolienne de Lichères près Aigremont,89224,LICHERES PRES AIGREMONT,89,27,En exploitation,47.7275736,3.8549554
5425788,EOLE COURGIS,89123,COURGIS,89,27,En exploitation,47.7741815,3.7546243
5425791,Parc éolien de l'Auxerrois,89108,CHITRY,89,27,En exploitation,47.7622883,3.7014208
5425791,Parc éolien de l'Auxerrois,89319,QUENNE,89,27,En exploitation,47.776693,3.6504759
5425793,SAINTE COLOMBE A & B,89339,STE COLOMBE,89,27,En exploitation,47.4263926,4.4574203
5425794,Parc éolien Les Clérimois,89111,LES CLERIMOIS,89,27,En exploitation,48.2273906,3.4403366
5425795,EOLES YONNE SAS,89194,GRIMAULT,89,27,En exploitation,47.65093,3.98576
5425795,EOLES YONNE SAS,89208,JOUX LA VILLE,89,27,En exploitation,47.6211136,3.8648647
5425795,EOLES YONNE SAS,89246,MASSANGIS,89,27,En exploitation,47.6240961,3.9745332
5425799,Parc éolien Pays d'Othe 1,89395,LES SIEGES,89,27,En exploitation,48.17952,3.51799
5425799,Parc éolien Pays d'Othe 1,89432,VAUDEURS,89,27,En exploitation,48.13349,3.5498
5425800,PAYS D'OTHES,89120,COULOURS,89,27,En exploitation,48.1639,3.58643
5425804,Parc éolien de Forterre,89252,MERRY-SEC,89,27,En exploitation,47.6562314,3.4846272
5425804,Parc éolien de Forterre,89283,OUANNE,89,27,En exploitation,47.6615696,3.418284
5425808,Parc éolien du Tonnerois - GREENSOLVER,89271,MOULINS EN TONNERROIS,89,27,En exploitation,47.7321325,4.0347701
5425808,Parc éolien du Tonnerois - GREENSOLVER,89290,PASILLY,89,27,En exploitation,47.6976654,4.0781308
5425814,Ferme éolienne d'Arcy-Précy,89015,ARCY SUR CURE,89,27,En exploitation,47.6019482,3.7558445
